ID,district,state,name,party,clinton,trump,2016_Rmargin,House_Rmargin,obama,romney,2012_Rmargin,swing12,blacks,manufacturing,med_income,public_ins,bachelors,medincdiff,medincdiff_k,medinc_10k,foreign_p
1,AK-AL,AK,"Young, Don",(R),37.6,52.8,15.2,14.3,41.2,55.3,14.1,0,0.032016703,0.042965797,76440,0.294051243,0.296,19924,19.924,7.644,7.497675934
2,AL-01,AL,"Byrne, Bradley",(R),34.1,63.5,29.4,100,37.4,61.8,24.4,0,0.273468785,0.119732053,47083,0.381436438,0.24,-9433,-9.433,4.7083,2.697254765
3,AL-02,AL,"Roby, Martha",(R),33,64.9,31.9,9.2,36.4,62.9,26.5,0,0.321953109,0.142619217,42035,0.392460225,0.218,-14481,-14.481,4.2035,2.572690689
4,AL-03,AL,"Rogers, Mike",(R),32.3,65.3,33,34,36.8,62.3,25.5,0,0.262501374,0.169560417,46544,0.361662527,0.228,-9972,-9.972,4.6544,2.776673686
5,AL-04,AL,"Aderholt, Rob",(R),17.4,80.4,63,100,24,74.8,50.8,0,0.070651116,0.20339124,41110,0.401463757,0.17,-15406,-15.406,4.111,3.418399381
6,AL-05,AL,"Brooks, Mo",(R),31.3,64.7,33.4,33.6,34.9,63.9,29,0,0.178507822,0.143297632,51690,0.326104319,0.303,-4826,-4.826,5.169,4.346209067
7,AL-06,AL,"Palmer, Gary",(R),26.1,70.8,44.7,52.2,24.7,74.3,49.6,0,0.148578241,0.086004024,61413,0.28654464,0.367,4897,4.897,6.1413,4.757980937
8,AL-07,AL,"Sewell, Terri",(D),69.8,28.6,-41.2,-100,72.4,27.1,-45.3,0,0.634522182,0.133136519,34664,0.436476134,0.194,-21852,-21.852,3.4664,2.923696348
9,AR-01,AR,"Crawford, Rick",(R),30.2,65,34.8,100,36.3,61,24.7,0,0.177543256,0.150947576,40492,0.490762492,0.165,-16024,-16.024,4.0492,1.740171661
10,AR-02,AR,"Hill, French",(R),41.7,52.4,10.7,21.5,42.9,54.7,11.8,0,0.223276486,0.077215972,49498,0.397740532,0.3,-7018,-7.018,4.9498,4.021456553
11,AR-03,AR,"Womack, Steve",(R),30.5,61.9,31.4,100,31.6,65.5,33.9,0,0.031047408,0.152576747,47903,0.372050888,0.269,-8613,-8.613,4.7903,9.283752834
12,AR-04,AR,"Westerman, Bruce",(R),31.3,64.2,32.9,100,35.9,61.8,25.9,0,0.199559032,0.160908891,39586,0.479021069,0.158,-16930,-16.93,3.9586,3.060270755
13,AZ-01,AZ,"O'Halleran, Tom",(D),46.6,47.7,1.1,-7.3,47.9,50.4,2.5,1,0.02346256,0.064771057,50537,0.452950665,0.245,-5979,-5.979,5.0537,5.649451575
14,AZ-02,AZ,"McSally, Martha",(R),49.6,44.7,-4.9,14,48.4,49.9,1.5,1,0.040481758,0.059462298,49072,0.446695014,0.34,-7444,-7.444,4.9072,11.73568355
15,AZ-03,AZ,"Grijalva, Raul",(D),62.4,32.5,-29.9,-100,61.4,36.9,-24.5,0,0.044620117,0.059989806,44224,0.426678766,0.165,-12292,-12.292,4.4224,21.69473231
16,AZ-04,AZ,"Gosar, Paul",(R),27.5,67.7,40.2,43,31,67.2,36.2,0,0.016423302,0.059532658,49466,0.501226894,0.192,-7050,-7.05,4.9466,7.04583534
17,AZ-05,AZ,"Biggs, Andy",(R),36.5,57.6,21.1,28.2,34.6,63.8,29.2,0,0.035123741,0.095456302,71693,0.285081365,0.36,15177,15.177,7.1693,10.21232694
18,AZ-06,AZ,"Schweikert, David",(R),42.4,52.4,10,24.2,38.8,59.5,20.7,0,0.021975062,0.063064106,67830,0.333148407,0.454,11314,11.314,6.783,14.43376884
19,AZ-07,AZ,"Gallego, Ruben",(D),71.8,22.6,-49.2,-50.6,71.7,26.5,-45.2,0,0.098634265,0.084133883,40991,0.460208333,0.14,-15525,-15.525,4.0991,25.59803614
20,AZ-08,AZ,Franks,(R),37,58.1,21.1,100,36.9,61.7,24.8,0,0.038793065,0.058607665,61754,0.37619092,0.294,5238,5.238,6.1754,9.635519501
21,AZ-09,AZ,"Sinema, Kyrsten",(D),54.7,38.4,-16.3,-21.8,51.1,46.6,-4.5,1,0.065028515,0.076826333,55349,0.305232558,0.375,-1167,-1.167,5.5349,14.65413727
22,CA-01,CA,"LaMalfa, Doug",(R),36.5,56.2,19.7,18.2,40.3,56.6,16.3,0,0.013193261,0.064894536,47488,0.500741878,0.237,-9028,-9.028,4.7488,6.262568228
23,CA-02,CA,"Huffman, Jared",(D),69,23.3,-45.7,-53.8,69,27,-42,0,0.013394266,0.062134184,66604,0.413039131,0.409,10088,10.088,6.6604,13.69027174
24,CA-03,CA,"Garamendi, John",(D),53,40.4,-12.6,-18.8,54.3,43.1,-11.2,0,0.063059522,0.0774939,61508,0.422331976,0.251,4992,4.992,6.1508,19.33001285
25,CA-04,CA,"McClintock, Tom",(R),39.3,54,14.7,25.4,39.5,57.9,18.4,0,0.013656299,0.061360704,74074,0.373736193,0.333,17558,17.558,7.4074,9.177949697
26,CA-05,CA,"Thompson, Mike",(D),69.2,24.3,-44.9,-53.8,69.7,27.5,-42.2,0,0.063911746,0.102789705,73006,0.382844965,0.312,16490,16.49,7.3006,21.17727945
27,CA-06,CA,"Matsui, Doris",(D),69.2,24.4,-44.8,-50.8,69.1,28.3,-40.8,0,0.1287535,0.05467191,51932,0.466180315,0.275,-4584,-4.584,5.1932,22.80863418
28,CA-07,CA,"Bera, Ami",(D),52.3,40.9,-11.4,-2.4,50.8,46.8,-4,1,0.069785014,0.055202573,68735,0.365661892,0.329,12219,12.219,6.8735,18.77197116
29,CA-08,CA,"Cook, Paul",(R),39.6,54.7,15.1,24.6,41.7,55.6,13.9,0,0.090436705,0.063228574,49194,0.494689684,0.171,-7322,-7.322,4.9194,13.65519624
30,CA-09,CA,"McNerney, Jerry",(D),56.6,38,-18.6,-14.8,57.8,40.1,-17.7,0,0.094937657,0.081254669,61454,0.436964462,0.191,4938,4.938,6.1454,22.27160046
31,CA-10,CA,"Denham, Jeff",(R),48.5,45.5,-3,3.4,50.6,47,-3.6,1,0.033919964,0.118978263,60235,0.451994192,0.166,3719,3.719,6.0235,20.55211553
32,CA-11,CA,"DeSaulnier, Mark",(D),71.5,22.7,-48.8,-44.2,67.6,30,-37.6,0,0.0762861,0.055070396,86000,0.343920578,0.436,29484,29.484,8.6,26.01908937
33,CA-12,CA,"Pelosi, Nancy",(D),86.2,8.7,-77.5,-100,84.1,12.5,-71.6,0,0.05160167,0.050853878,105918,0.287669141,0.595,49402,49.402,10.5918,33.52919652
34,CA-13,CA,"Lee, Barbara",(D),87.4,6.8,-80.6,-81.6,87.5,9,-78.5,0,0.171853298,0.065907172,73601,0.340936625,0.472,17085,17.085,7.3601,27.49327038
35,CA-14,CA,"Speier, Jackie",(D),76.9,18.2,-58.7,-61.8,74.2,23.6,-50.6,0,0.026796931,0.072127734,103850,0.286065895,0.475,47334,47.334,10.385,37.66095581
36,CA-15,CA,"Swalwell, Eric",(D),69.9,24.2,-45.7,-47.6,68,29.8,-38.2,0,0.050511392,0.114081549,106291,0.271039811,0.45,49775,49.775,10.6291,34.84391795
37,CA-16,CA,"Costa, Jim",(D),58,36.4,-21.6,-16,58.6,39.4,-19.2,0,0.062463278,0.091983934,40207,0.594874085,0.122,-16309,-16.309,4.0207,25.08419607
38,CA-17,CA,"Khanna, Ro",(D),73.9,20.5,-53.4,-100,71.9,25.5,-46.4,0,0.027870759,0.184332415,121150,0.24836223,0.57,64634,64.634,12.115,49.37629656
39,CA-18,CA,"Eshoo, Anna",(D),73.4,20.2,-53.2,-42.2,68.2,28.9,-39.3,0,0.020286545,0.127374559,125790,0.259487379,0.615,69274,69.274,12.579,30.48786759
40,CA-19,CA,"Lofgren, Zoe",(D),72.9,21.5,-51.4,-47.8,71.2,26.5,-44.7,0,0.027696669,0.144992515,93139,0.35129356,0.355,36623,36.623,9.3139,34.7165701
41,CA-20,CA,"Panetta, Jimmy",(D),70.4,23.2,-47.2,-41.6,70.9,26.2,-44.7,0,0.018304193,0.067112295,67419,0.408638487,0.279,10903,10.903,6.7419,26.34249574
42,CA-21,CA,"Valadao, David",(R),55.2,39.7,-15.5,13.4,54.6,43.5,-11.1,0,0.038860935,0.364082978,41174,0.560152397,0.079,-15342,-15.342,4.1174,28.48613339
43,CA-22,CA,"Nunes, Devin",(R),42.6,52.1,9.5,35.2,41.6,56.6,15,0,0.024182796,0.074046255,56524,0.440927539,0.241,8,0.008,5.6524,18.34926763
44,CA-23,CA,"McCarthy, Kevin",(R),36.1,58.1,22,38.4,36.1,61.5,25.4,0,0.064771908,0.065023908,54437,0.444028944,0.208,-2079,-2.079,5.4437,14.11073226
45,CA-24,CA,"Carbajal, Salud",(D),56.7,36.5,-20.2,-6.8,54.1,43.1,-11,0,0.01825775,0.072301209,68929,0.367482744,0.34,12413,12.413,6.8929,18.80614593
46,CA-25,CA,"Knight, Steve",(R),50.3,43.6,-6.7,6.2,47.8,49.7,1.9,1,0.06979,0.10506582,75367,0.340735687,0.278,18851,18.851,7.5367,61.68403179
47,CA-26,CA,"Brownley, Julia",(D),57.9,36,-21.9,-20.8,54,43.7,-10.3,0,0.017394967,0.099041041,76914,0.350430555,0.341,20398,20.398,7.6914,23.48664615
48,CA-27,CA,"Chu, Judy",(D),66,28.4,-37.6,-34.8,62.6,35,-27.6,0,0.050910336,0.072420816,71223,0.376312307,0.405,14707,14.707,7.1223,38.5954303
49,CA-28,CA,"Schiff, Adam",(D),72.1,22.3,-49.8,-56,70.3,26.5,-43.8,0,0.031975175,0.051248927,63940,0.36286991,0.462,7424,7.424,6.394,39.66725525
50,CA-29,CA,"Cardenas, Tony",(D),77.7,16.8,-60.9,-100,77,20.5,-56.5,0,0.0326424,0.099464681,50655,0.475772437,0.192,-5861,-5.861,5.0655,43.44232951
51,CA-30,CA,"Sherman, Brad",(D),69.1,25.7,-43.4,-45.2,65.3,32.1,-33.2,0,0.059558414,0.070951125,76778,0.321957898,0.424,20262,20.262,7.6778,32.97313088
52,CA-31,CA,"Aguilar, Pete",(D),57.7,36.6,-21.1,-12.2,57.2,40.6,-16.6,0,0.101682271,0.087771003,58668,0.435466543,0.227,2152,2.152,5.8668,22.03892398
53,CA-32,CA,"Napolitano, Grace",(D),66.6,27.7,-38.9,-100,65.2,32.5,-32.7,0,0.032899784,0.109812449,67101,0.415249787,0.214,10585,10.585,6.7101,36.58156912
54,CA-33,CA,"Lieu, Ted",(D),67.8,26.5,-41.3,-32.8,60.6,36.8,-23.8,0,0.03156179,0.077033857,101956,0.241339199,0.654,45440,45.44,10.1956,23.23447685
55,CA-34,CA,"Gomez, Jimmy",(D),83.6,10.7,-72.9,-100,83,14.1,-68.9,0,0.045645921,0.097219226,40847,0.474923584,0.254,-15669,-15.669,4.0847,46.49944241
56,CA-35,CA,"Torres, Norma",(D),67.7,26.9,-40.8,-44.8,67.4,30.6,-36.8,0,0.063216284,0.111522218,57159,0.423422726,0.161,643,0.643,5.7159,29.5468553
57,CA-36,CA,"Ruiz, Raul",(D),52.2,43.4,-8.8,-24.2,50.7,47.5,-3.2,1,0.044594787,0.055015487,44567,0.537197534,0.206,-11949,-11.949,4.4567,22.47316431
58,CA-37,CA,"Bass, Karen",(D),85.7,9.6,-76.1,-100,84.9,12.7,-72.2,0,0.218648578,0.05021492,55190,0.381823885,0.369,-1326,-1.326,5.519,32.62643859
59,CA-38,CA,"Sanchez, Linda",(D),67,27.4,-39.6,-41,64.9,33,-31.9,0,0.046333065,0.127921275,66421,0.365069711,0.235,9905,9.905,6.6421,30.68689174
60,CA-39,CA,"Royce, Ed",(R),51.5,42.9,-8.6,14.4,47.1,50.8,3.7,1,0.024282479,0.120569623,85188,0.326657322,0.416,28672,28.672,8.5188,34.10534738
61,CA-40,CA,"Roybal-Allard, Lucille",(D),82.2,12.8,-69.4,-100,81.5,16.5,-65,0,0.042372588,0.164927228,42902,0.510835004,0.098,-13614,-13.614,4.2902,40.37160691
62,CA-41,CA,"Takano, Mark",(D),61,33.1,-27.9,-30,61.5,36.3,-25.2,0,0.0960502,0.109598123,62069,0.428720093,0.183,5553,5.553,6.2069,24.5195451
63,CA-42,CA,"Calvert, Ken",(R),41.4,53.4,12,17.6,41.4,56.5,15.1,0,0.050048925,0.09229807,76504,0.353197261,0.25,19988,19.988,7.6504,19.22112771
64,CA-43,CA,"Waters, Maxine",(D),78.4,16.7,-61.7,-52.2,78,20,-58,0,0.221472302,0.099921415,54614,0.408188242,0.265,-1902,-1.902,5.4614,32.28303067
65,CA-44,CA,"Barragan, Nanette",(D),83,12.3,-70.7,-100,84.7,13.6,-71.1,0,0.152052343,0.146706625,50890,0.474147132,0.123,-5626,-5.626,5.089,34.12575914
66,CA-45,CA,"Walters, Mimi",(R),49.8,44.4,-5.4,17.2,43,54.8,11.8,0,0.016192371,0.116763777,97356,0.258810748,0.56,40840,40.84,9.7356,29.08607081
67,CA-46,CA,"Correa, Lou",(D),66.3,27.9,-38.4,-100,61.4,36.2,-25.2,0,0.017146017,0.144965562,61304,0.423887362,0.187,4788,4.788,6.1304,39.58596853
68,CA-47,CA,"Lowenthal, Alan",(D),62.6,31,-31.6,-27.4,60,37.5,-22.5,0,0.077102271,0.117110685,65450,0.37929619,0.32,8934,8.934,6.545,29.31020242
69,CA-48,CA,"Rohrabacher, Dana",(R),47.9,46.2,-1.7,16.6,43,54.7,11.7,0,0.013395681,0.105343663,88903,0.322302779,0.446,32387,32.387,8.8903,24.51065878
70,CA-49,CA,"Issa, Darrell",(R),50.7,43.2,-7.5,0.6,45.7,52.4,6.7,0,0.022474067,0.11443424,80877,0.309501422,0.44,24361,24.361,8.0877,17.88529628
71,CA-50,CA,"Hunter, Duncan",(R),39.6,54.6,15,27,37.6,60.4,22.8,0,0.03600669,0.087634357,71692,0.383894634,0.282,15176,15.176,7.1692,19.86169492
72,CA-51,CA,"Vargas, Juan",(D),71.8,22.8,-49,-45.6,69.4,28.9,-40.5,0,0.067850461,0.069458356,46639,0.491721557,0.141,-9877,-9.877,4.6639,34.38882658
73,CA-52,CA,"Peters, Scott",(D),58.1,35.6,-22.5,-13,52.1,45.7,-6.4,0,0.028604852,0.110664453,90854,0.248644823,0.574,34338,34.338,9.0854,22.87362249
74,CA-53,CA,"Davis, Susan",(D),64.5,29.6,-34.9,-34,61.4,36.4,-25,0,0.080888145,0.068168068,69314,0.328453096,0.378,12798,12.798,6.9314,23.75719211
75,CO-01,CO,"DeGette, Diana",(D),69,23.2,-45.8,-40.2,69,28.8,-40.2,0,0.086479185,0.049643042,62718,0.335969707,0.476,6202,6.202,6.2718,13.54123736
76,CO-02,CO,"Polis, Jared",(D),56.2,34.9,-21.3,-19.7,57.9,39.5,-18.4,0,0.009747719,0.082084081,75659,0.261753135,0.543,19143,19.143,7.5659,7.426537394
77,CO-03,CO,"Tipton, Scott",(R),40,52,12,14.3,45.8,51.8,6,0,0.009945551,0.050053879,50817,0.432202182,0.292,-5699,-5.699,5.0817,5.983723492
78,CO-04,CO,"Buck, Ken",(R),34.3,57.4,23.1,31.8,39.2,58.5,19.3,0,0.014355973,0.086318433,67878,0.311120428,0.349,11362,11.362,6.7878,8.353731171
79,CO-05,CO,"Lamborn, Doug",(R),33.2,57.2,24,31.4,38.3,59.1,20.8,0,0.058876228,0.060630505,62372,0.373892789,0.37,5856,5.856,6.2372,6.512957167
80,CO-06,CO,"Coffman, Mike",(R),50.2,41.3,-8.9,8.3,51.6,46.5,-5.1,0,0.094336538,0.059884577,76451,0.26371559,0.418,19935,19.935,7.6451,14.89196943
81,CO-07,CO,"Perlmutter, Ed",(D),51.4,39.4,-12,-15.4,56.1,41.3,-14.8,0,0.017940621,0.079515755,66063,0.329141496,0.325,9547,9.547,6.6063,11.64082799
82,CT-01,CT,"Larson, John",(D),59.4,36.3,-23.1,-30.3,63.3,35.6,-27.7,0,0.155205688,0.101120393,70215,0.359263818,0.368,13699,13.699,7.0215,14.65820585
83,CT-02,CT,"Courtney, Joe",(D),48.7,45.8,-2.9,-29.5,55.9,42.6,-13.3,0,0.04072144,0.118580861,74784,0.352958155,0.351,18268,18.268,7.4784,7.34319196
84,CT-03,CT,"DeLauro, Rosa",(D),55.9,40.4,-15.5,-38,62.6,36.3,-26.3,0,0.13995722,0.106383554,67774,0.358209039,0.362,11258,11.258,6.7774,13.54575396
85,CT-04,CT,"Himes, Jim",(D),59.6,36.6,-23,-19.8,55.1,44,-11.1,0,0.125872904,0.071014568,94862,0.312693119,0.488,38346,38.346,9.4862,22.37623708
